id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer,is_hallucinated,raw_response
bengali--4866456305071140944-1::inference,bengali--4866456305071140944-1,inference,"Prachir bestito ei nogorir vhetor royeche bibhinno amoler protnotattwik nidorshon. Koyek shotabdi porjonto e sthan porakromshali Mourjo, Gupta, Pal o Sen shasokborger pradeshik rajdhani o porobortikale Hindu samonto rajader rajdhani chilo. Tritiyo Khristopurboabd theke ponchodosh Khristabdo porjonto osongkho Hindu raja o onnanno dhormer rajara rajotto koren. Mahasthangarher obosthan Bogura jeler Shibganj upojelay.[3] Bogura shohor theke pray 13 ki.mi. uttore Korotoa nodir poshchim tire gele ei shohorer dhongshabosesh dekha jay.",Mahasthangarh protnostholti Bangladesh-er kon jelay obosthito?,Bogura jelar Shibganj upojelay,Mahasthangarh protnostholti mone hoy Bogura shohor theke pray 13 km uttore Korotoa nodir poshchim tire obosthito jelay.,yes,yes
bengali--2322627337825891128-2::comprehension,bengali--2322627337825891128-2,comprehension,"1951-52 khristabde Purbo Pakistan-e songothito Bangla bhasha andolon ei bhashar sathe Bangali ostittwer jogsutro sthapon korechilo. 1952 khristabder 21she February, Dhaka Bishwabidyaloye protibadi chatro o andolonkari ra matrivasha Banglay kotha bola o lekhaporar odhikarer dabite nijeder jibon utsorgo koren. Matrivashar jonno tader bolidaner shwikrity sworup 1999 khristabde UNESCO 21she February dintike Antorjatik Matrivasha Dibosh hisebe ghoshona kore.[9][10]",Bangla vasha andoloner suchona sthol kothay?,1951,Dhaka Bishwabidyaloyei chhilo er suchona sthol.,yes,yes
bengali-7704102728425440943-5::comprehension,bengali-7704102728425440943-5,comprehension,1973 saler 15 December sarkari gazette notification onujayi Bangladesh-er shadhinota juddher satjon bir shontanke moronottor Birshreshtho upadhite bhushito kora hoyeche. Ruhul Amin shei satjoner onnotomo.[6],Mohammad Ruhul Amin koto shale Bir Sreshtho purashkar pan?,1973 saler 15 December,Mohammad Ruhul Amin Birshreshtho hishabe 1971 shale shommanito hon.,no,no
bengali-928650191559020725-1::inference,bengali-928650191559020725-1,inference,"Computer abishkar ebong er byaboharer shurur dikei tothyo toiri, songrokkhon ebong khojar kajta besh guruttopurno hoye uthchilo. Sorboprothom 1960 sale, bikhyato computer biggani Charles Bachman DBMS toiri koren. Tini tokhon General Electric-e kormorot chilen. Sei DBMS-tir nam deya hoyechilo, Integrated Data Store (IDS). Shater doshoker shesher dike IBM Information Management System name ekta DBMS toiri kore. Ei software-tai, tothyoke shrenikrom onujayi kivabe sajano jay tar ekta dharona diyechilo, ja bortomane Hierarchical Data Model name porichito. 1970 sale Etskhar Codd, tothyoke poribeshon korar notun ekta model-er prost",Koto sale shorboprothom database abishkar kora hoy?,1960,1969 sale shorboprothom database abishkar kora hoy.,yes,yes
bengali--599295981278729258-0::inference,bengali--599295981278729258-0,inference,"Chamra holo merudondi pranider norom bohiabaron. Onno pranider aboron, jemon sondhipoder bohikongkaler bibhinno unnoyonmulok utpotti, gothon ebong rashayonik rochona ache. Stannyopayi pranir khetre, twok acchadon tantrer ekta onggo ja ectodermal kolar ekadhik stor niye gothito, ebong ontornihito peshi, har, sondhibondhoni ebong obhyontorin onggo rokkha kore. Ubhocor, sorisrip, ebong pakhider ekta vhinno prokritir chamra bortoman.[1] Shokol stannyopayir twoke kichu chul ache, emonki samudrik stannyopayi timi, dolphin, ebong shushuk jara lomshunno mone hoy. Twok por",Chamra ki dara gothito?,ektodermal collar ekadhik stor niye,Chamra muloto chul aar bohiabaroner rashayonik upadan diye gothito.,yes,yes
bengali-7478984229355295611-0::specificity,bengali-7478984229355295611-0,specificity,"1948 sale Jatisongho shantirokkha mission shuru hoy. Er prothom mission chilo 1948 sale Moddhoprachye 1948 Arab-Israeli juddher shomoy juddho-biroti palon o bojay rakha. Tarpor theke, Jatisongher shantirokkhira bishwobyapi pray 63ti missione ongshogrohon koreche, 17ti ajo obbyahoto royeche. 1988 sale songsthati shantite Nobel lav kore.",Jatisongho shantirokkha mission prothom kothay shuru hoy?,Maddhoprachche,"prothom Jatisongho shantirokkha mission shuru hoy Europe-e, bishesh kore Balkans onchole.",yes,yes
bengali-4281970407647106707-3::specificity,bengali-4281970407647106707-3,specificity,Bostubiggyane prishtotanke prishto piron ba mukto prishtoshokti nameo obihito kora hoy.,Bostubiggyane prishtotan-ke ki bola hoy?,prishtho piron ba mukto prishthoshokti,Bostubiggyane prishtotan-ke shadharonoto **prishtho chap** bola hoy.,no,no
bengali--7028166870651181278-0::comprehension,bengali--7028166870651181278-0,comprehension,Jhankpalla[1](baigganik nam: Vindula erota (Fabricius)) jar mul shorir ujjol komola holud borner ebong dana duti komolate holud borno dekha jay. Era Nymphalidae poribar ebong Heliconiini upogotrer sodossho.,Jhankpallar baigganik nam ki?,Vindula erota,Jhankpallar baigganik nam hocche **Heliconiini erota**.,no,no
bengali--3743343152993061031-0::comprehension,bengali--3743343152993061031-0,comprehension,"Ramakrishna Paramahansa (18i February, 1836 – 16i August, 1886; purbashromer nam Gadadhar Chattopadhyay[2]) unobingsho shotoker ek prokhyato Bharatiyo Bangali jogsadhok[3], darshonik o dhormoguru. Tar procharito dhormiyo chintadharaye Ramakrishna Mission protistha koren tar prodhan shishyo Swami Vivekananda.[4][5][6] Tara ubhoyei Bongoiyo Nobojagoroner[7] ebong unobingsho o bingsho shotabdir Hindu Nobojagoroner[8][9] onnotomo purodhabyaktitto. Tar shishyosomaje, emonki tar adhunik bhoktosomajeo tini Ishwarer avatarrupe pujito hon.[10]",Ramakrishna Paramahansher asal naam ki chilo?,Godadhar Chattopadhyay,Ramakrishna Paramahansher asal naam chhilo Swami Vivekananda.,yes,yes
bengali-6918867313896873132-1::comprehension,bengali-6918867313896873132-1,comprehension,2004 sale Humayun Ahmed porichalito Shyamol Chhaya cholocchitre obhinoy kore tini proshongshito hoy ebong Shreshtho Parshwo Obhinetri bibhage Bachsas purashkar lav koren. Echara tini hashyoroshatmak Made in Bangladesh (2007) o Noy Number Bipod Shonket (2007) cholocchitre obhinoy koren. 2016 sale Krishnopokkho cholocchitre obhinoy kore tini Shreshtho Parshwochoritre Obhinetri bibhage Jatiyo Cholochchitro Purashkar lav koren. 2017 sale tar porichalito prothom cholocchitro Bhalobasha Emoni Hoy mukti pay.,Tania Ahmed porichalito prothom cholocchitrer nam ki?,Valobasha emni hoy,Tania Ahmed-er prothom porichalito cholocchitro chhilo **Krishnopokkho**.,yes,yes
bengali--8679555805989868423-10::comprehension,bengali--8679555805989868423-10,comprehension,"1973 saler 14 June, moddhojuger charti kaman niye Chattogram Bishwabidyaloy jadughorer karyakrom shuru hoy. Bortomane e jadughore bele pathorer ekadhik bhaskorjo shoho besh kichu prachin pathorer bhaskorjo ebong ekti kaman royeche. Jadughor bhobonti pachti gallery te bivokto. Jekhane royeche: somsamoyik Art Gallery, pragaitihashik ebong protnotattwik Art Gallery, bhaskorjo Gallery, lokoshilpo Gallery ebong Islamic Art Gallery.",Chattogram Bishwabidyaloy Jadughor kobe sthapito hoy?,1973 shaler 14 June,Chattogram Bishwabidyaloy Jadughor mone hoy 1974 shaler 14 June sthapito hoy.,yes,yes
bengali--7345750532881051877-1::specificity,bengali--7345750532881051877-1,specificity,BJP-r utsho 1951 sale Poshchimbonger jonmodata Bharatkeshari Shyamaprasad Mukhopadhyay kortik protishthito Bharatiyo Jansangha dolti. 1977 sale joruri obosthar por Jansangha ekadhik rajnaitik doler shonge mishe Janata Party gothon kore. 1977 saler shadharon nirbachone Janata Party khomotashin Bharatiyo Jatiyo Congress-ke porajito kore sorkar gothon kore. 1980 sale Janata Party obolupto hole Jansangher prakton sodoshora BJP gothon koren. Prothom dike BJP rajnaitik khetre byartho hoisilo. 1984 saler shadharon nirbachone BJP matro duti asone joy lav korechilo. Kintu Ram Janmabhoomi andoloner shomoy abar,Bharatiyo Janata Party kobe protishthito hoy?,1951,Bharatiyo Janata Party asole 1980 shale protishthito hoy.,yes,yes
bengali--4557241873065164464-0::comprehension,bengali--4557241873065164464-0,comprehension,"Hugli jela Bharoter purbancholiyo rajyo Poshchimbonger ontorgoto Bardhaman bibhager ekta jela. Hugli nodir name er namkoron kora hoyeche. Jelatir sadar Chunchura-te obosthito. Jelatir charti mohakuma royeche: Chunchura sadar, Chandannagar, Srirampur, o Arambag.",Hugli jelar sadar shohor konti?,Chuchura,Hugli jelar sadar shohor holo Chandannagar.,no,no
bengali-3655433006147354683-4::inference,bengali-3655433006147354683-4,inference,Poromanur khudrotomo konika electron. 1897 Khrishtabde Sir J. J. Thomson sorboprothom electron-er ostittwo abishkar koren. Ekti electron-er asal bhor oti samanno 9.1085×10−28g. Electron-er adhan -1.6×10−19 Coulomb. Electron nucleus-er chardike ghurnayoman. Electron-ke sadharonoto e protik diye prokash kora hoye thake.,Ke sorboprothom electron abishkar korechilen?,Sir J. J. Thomson,Prothome electron abishkar koren Ernest Rutherford.,yes,yes
bengali-5882695601964261142-0::comprehension,bengali-5882695601964261142-0,comprehension,"Diode ekta dui pranto bishisto electronic jontrangsho ja bortonite kebol matro ekdike toritprobah hote dey. Echarao boidyutik upaye dharokotto niyontron (Varicap) ebong bikiron, nihshoron o kompon songbedi electronic switch toirite diode byabohrito hoy. Toritshoktir akorshoniyo utsho sour kosh-o muloto ek dhoroner alok-songbedi diode.",Diode muloto kon kaje byabohrito hoy?,"Boidyutik upaye dharokotto niyontron (varicap) ebong bikiron, nihshoron o kompon songbedi electronic switch toirite",Diode muloto current-ke AC theke DC te convert korte byabohrito hoy.,yes,yes
bengali-6560277252785248931-4::specificity,bengali-6560277252785248931-4,specificity,"Robert Gutlar Ferguson namok ekjon British ainjibir odhine shikkhanobish hisebe Dwarkanath chirosthayi bondobostho shomporkito ain ebong Kolkata Supreme Court, Sadar o jela adaloter jabatiyo ain o karyopronali bishoye odhyayon koren. 1815 sale tini sofolvabe ain byabsha shuru koren. Ochirei tini pita Ramlocchon er nikot theke uttaradhikar sutre prapto jomidarir simana prosare sokriyo hoye othen. 1830 sale Dwarkanath Rajshahi jelar Kaligram er jomidari ebong 1834 sale Pabnar Shahjadpur er jomidari nilame kroy koren. Tar jomidarite besh kichu angshidar o sho-angshidar chilen. Kintu tini Baharampur, Pand",Prince Dwarakanath Thakur er babar nam ki?,Ramlochone,Prince Dwarakanath Thakur er babar nam chhilo Robert Gutlar Ferguson.,yes,yes
bengali--517805448922036487-8::inference,bengali--517805448922036487-8,inference,"1920 sale vacuum tube transmitter bajare ase jegulo purbe ullekhkora noise-er trutimukto chilo. Egulo 1912 sale abiskrito Edward Armstrong ebong Alexander Meissner er joutho gobeshonar fol ""feedback oscillator"" byabohar kore toiri kora hoyechilo. Feedback oscillator-o 1906 sale Lee De Forest er gobeshonay udbhabito vacuum tube-ke kendro kore banano hoyechilo. Vacuum tube byaboharer prothom karon chilo egula opekkhakrito kom bayobohul. Ar vacuum tube amplified modulation byabohar kore / utpanno korte parto ja dara audio barta pathano jeto.",Vacuum tube transmitter prothom ke toiri koren?,Edward Armstrong ebong Alexander Messner,"Vacuum tube transmitter prothom toiri koren Lee De Forest, karon tar 1906 er vacuum tube research-er upor vitti korei eta develop hoy.",yes,yes
bengali--132851892871415293-0::factualness,bengali--132851892871415293-0,factualness,"Sarbabhoumotto bolte kono desh ba rashtrer nijer obhyontorin ebong onnanno rashtrer shathe shomporko nirdharoner churanto khomotake bojhay. Sarbabhoumotto kono porichalona porshoder bairer kono utsho ba songothoner hostokkhep chara kaj korar purno odhikar o khomota. Rajnoitik tottwo onujayi, sarbabhoumotto kono ekta rashtrabebosthar upor sorbocho khomota nirdeshkari ekta guruttopurno poribhasha. Eti rashtragothoner sarbabhoumottokendrik motobader ekta mulniti.",sarvabhoum shobdotir ortho ki?,Kon desh ba rashtrer nijer obhyontorin ebong onnanno rashtrer shathe shomporko nirdharoner churanto khomotake bojhay,Sarvabhoum shobdotir ortho holo kono desh-er shudhu bhougolic simana niyontroner khomota.,yes,yes
bengali--4088972979448384532-2::inference,bengali--4088972979448384532-2,inference,"Debashree Ray er jonmo, bere otha Kolkatay. Tar pitar nam Birendra Kishore Ray ebong mayer nam Arati Ray. 1969 sone tini prothom ""Balak Gadadhar"" name ekti cholocchitre shishushilpi hisebe obhinoy koren, jar porichalok chilen Harimoy Sen. Tini Kolkatar A P J, Park Street shakhar schooler chatri chilen, jodio nacher proti otirikto jhok thakar karone beshidur egote paren ni. Tar dak nam Chumki.",Deboshree Ray er dak nam ki?,Chumki,Deboshree Ray er dak nam shombhoboto Arati chhilo.,yes,yes
bengali--7100997593302918907-0::specificity,bengali--7100997593302918907-0,specificity,Pal samrajya chilo Bharatiyo upomohodesher poroborti dhrupodi juger ekta samrajya. Ei samrajyer utshosthol chilo Bangla onchol. Pal samrajyer namkoron kora hoy ei samrajyer shashok rajobongshor namanusare. Pal somratder namer sheshe 'Pal' onusorgoti jukto chilo. Prachin Prakrit bhashay ei shobdotir ortho chilo 'rokkhakorta'. Pal somratera Bouddhodhormer Mahayan o tantrik somprodayer onugami chilen. 750 Khristabde Gaurer somrat pode Gopaler nirbachoner shonge shonge ei samrajyer potton ghote.[3] Adhuna Bangla o Bihar bhukhondo chilo Pal samrajyer prodhan kendro. Ei samrajyer prodhan,Pal Samrajjo kobe protishthito hoy?,750 khristabde,Pal Samrajjo praye 8m shatabdir shesh dike protishthito hoy.,yes,yes
bengali-1007556798536623942-3::factualness,bengali-1007556798536623942-3,factualness,"Sorbosesh Bishwocup onusthito hoyeche Rashiyay, 2018 saler 14 June theke 15 July porjonto. Ei Bishwocape France Croatia-ke finale 4-2 gole porajito kore shiropa jite ney.",Shorbosesh FIFA World Cup antorjatik football protijogita koto shale onushthito hoyechilo?,2018,Shorbosesh FIFA World Cup onushthito hoyechilo 2019 shale.,no,no
bengali--1256061284728114612-1::comprehension,bengali--1256061284728114612-1,comprehension,1858 saler grishme Banglar Dhaka jeler Bikrampur oncholer Ariyal gramer ekta Bangali Hindu poribare jonmogrohon koren Shyamakanta.[1] Tar jonmosthan bortomane Bangladesher Dhaka bibhager Munshiganj jeler ontorgoto. Shyamakantar poribarer adi nibash Nadiya jeler Phuliyate. Tara Phuliya meler Bandyaghoti bongshiyo o Bikrampur somajer uccho kulin Bishnu Thakurer palti bole khyato. Shyamakantar pita Shashibhushan Bandyopadhyay Tripura jeler Muradnagore adalote sereshtadar chilen. Shyamakantara chilen char bhai o tin bon. Char bhaier moddhe tini chilen jyeshtho. Tar ek bhai Suryakanta Bandyopadh,Bharotiyo jogi o Advaita Vedanter guru Sohong Swamir babar nam ki?,Shashibhushan Bandyopadhyay,Tar babar nam chhilo Suryakanta Bandyopadhyay.,yes,yes
bengali--7691535885752434483-1::factualness,bengali--7691535885752434483-1,factualness,"Pande 1987 sale Bollywood cholochitre kaj shuru koren, tar obhinito prothom cinema holo Neelam Kotharir biporite Aag Hi Aag. Pande sobar nojore asen Munna'r (Anil Kapoor) bondhu hisebe sho-obhineta hisebe 1988 saler cholochitro Tezaab cinemae obhinoyer maddhome, ja shei bochorer brihot blockbuster chilo.[1] Eta chilo Pander prothom brihot kaj jar jonno tini Filmfare sho-obhineta hisebe mononoyon lav koren.",Suyash 'Chunky' Pandey-er obhinito prothom cholocchitrer nam ki?,ag hi ag,Suyash 'Chunky' Pandey-er obhinito prothom cholocchitrer nam chhilo **Tezaab**.,yes,yes
bengali--4320526522663858783-1::comprehension,bengali--4320526522663858783-1,comprehension,"Motorola company-te kormoroto Dr. Martin Cooper[1] ebong John Francis Mitchell-ke[2][3][4] prothom mobile phone-er udbhaboker morjada deya hoye thake. Tara 1973 saler April-e prothom shofolvabe ekta pray 1 keji (2.2 pound) ojoner hate dhora phone-er maddhome call korte sokkhom hon[5]. Mobile phone-er prothom banijjik shongskoron bajare ase 1983 sale, phone-tir nam chilo Motorola DynaTAC 8000x. 1990 sal theke 2011 saler moddhe prithibibyapi mobile phone byaboharkarir shonkha 12.4 million theke briddhi peye 6 billion-er beshi hoye geche. Prithibir mot jonoshonkhar pray 87% mobile phone",Bishwer prothom mobile network songsthar nam ki?,Motorola,Nokia Corporation,yes,yes
bengali--1234690232822464450-2::specificity,bengali--1234690232822464450-2,specificity,Iraker jatio songsoder asonshongkha 275. 2005 saler December-e er jonno jatio nirbachon onusthito hoy. Nirbachito sarkar 2006-2010 saler jonno khomotay thakbe.,Iraker jatio songsoder bortoman asonshongkha koto?,275,bortomane mone hoy pray 300-er moto ason ache,no,no
bengali-9063826758882428072-36::specificity,bengali-9063826758882428072-36,specificity,"Maldiver 1192 ti prarol dippunjoguli gothito hoy, ja uttar-dokkhin diker 26 ti kandher double chain e bistrito hoy, eti pray 90,000 borgo kilometer (35,000 borgo mile) bistrito, eti bishwer shobcheye choriye chitiye thaka deshgulir ekta. Eti okkhanshe 1° S ebong 8 degree N er moddhe thake ebong 72° degree ebong 74 degree E di lomba. Projwolito ekta projapotir khilan ebong bali bar guli gothito, ekta submarine ridge 960 kilometer (600 mile) dirgher upore obosthito ja Bharat Mohasagorer gobhirttom theke ure jay ebong dokkhine dokkhine chole.",Maldiver mot ayoton koto?,"Pray 90,000 borgo kilometer","Maldiver mot ayoton motamuti 95,000 borgo kilometer er moto.",yes,yes
