id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer
bengali-6379374255497658608-2::factualness,bengali-6379374255497658608-2,factualness,"Dhakar City Law College-e tini 1968 shale aro bhalo folafoler jonno ditiyobarer moto M.A ba snatokottor degree arjoner jonno cheshta korchilen.[3] 1969 shale mrityukalin shomoye tini Dhaka Bishwabidyaloyer Itihash bibhage M.A shesh borsher chatro chilen tini. Shahid Asad totkalin Dhaka Hall (bortoman Shahidullah Hall) shakhar Purbo-Pakistan Chhatra Union-er shovapoti hisebe ebong Purbo-Pakistan Chhatra Union (Ipsu-Menon Group), Dhaka shakhar shadharon shompodok hisebe daitto palon koren. Rajnoitik kormokande nibedito pran Asaduzzaman gorib o oshohay chatroder shikkhar odhikar bishoye shorbodai so",Amanullah Mohammad Asaduzzaman kon college-er chatroneta chilen?,City Law College e,Dhaka Bishwabidyaloyer Itihash bibhager chatroneta chhilen.
bengali-6379374255497658608-2::comprehension,bengali-6379374255497658608-2,comprehension,"Dhakar City Law College-e tini 1968 shale aro bhalo folafoler jonno ditiyobarer moto M.A ba snatokottor degree arjoner jonno cheshta korchilen.[3] 1969 shale mrityukalin shomoye tini Dhaka Bishwabidyaloyer Itihash bibhage M.A shesh borsher chatro chilen tini. Shahid Asad totkalin Dhaka Hall (bortoman Shahidullah Hall) shakhar Purbo-Pakistan Chhatra Union-er shovapoti hisebe ebong Purbo-Pakistan Chhatra Union (Ipsu-Menon Group), Dhaka shakhar shadharon shompodok hisebe daitto palon koren. Rajnoitik kormokande nibedito pran Asaduzzaman gorib o oshohay chatroder shikkhar odhikar bishoye shorbodai so",Amanullah Mohammad Asaduzzaman kon college-er chatroneta chilen?,City Law College e,Dhaka Bishwabidyaloyer Itihash bibhager chatroneta chilen.
bengali-6379374255497658608-2::specificity,bengali-6379374255497658608-2,specificity,"Dhakar City Law College-e tini 1968 shale aro bhalo folafoler jonno ditiyobarer moto M.A ba snatokottor degree arjoner jonno cheshta korchilen.[3] 1969 shale mrityukalin shomoye tini Dhaka Bishwabidyaloyer Itihash bibhage M.A shesh borsher chatro chilen tini. Shahid Asad totkalin Dhaka Hall (bortoman Shahidullah Hall) shakhar Purbo-Pakistan Chhatra Union-er shovapoti hisebe ebong Purbo-Pakistan Chhatra Union (Ipsu-Menon Group), Dhaka shakhar shadharon shompodok hisebe daitto palon koren. Rajnoitik kormokande nibedito pran Asaduzzaman gorib o oshohay chatroder shikkhar odhikar bishoye shorbodai so",Amanullah Mohammad Asaduzzaman kon college-er chatroneta chilen?,City Law College e,Amanullah Mohammad Asaduzzaman mone hoy Dhaka Bishwabidyaloyer Itihash bibhager chatroneta chilen.
bengali-6379374255497658608-2::inference,bengali-6379374255497658608-2,inference,"Dhakar City Law College-e tini 1968 shale aro bhalo folafoler jonno ditiyobarer moto M.A ba snatokottor degree arjoner jonno cheshta korchilen.[3] 1969 shale mrityukalin shomoye tini Dhaka Bishwabidyaloyer Itihash bibhage M.A shesh borsher chatro chilen tini. Shahid Asad totkalin Dhaka Hall (bortoman Shahidullah Hall) shakhar Purbo-Pakistan Chhatra Union-er shovapoti hisebe ebong Purbo-Pakistan Chhatra Union (Ipsu-Menon Group), Dhaka shakhar shadharon shompodok hisebe daitto palon koren. Rajnoitik kormokande nibedito pran Asaduzzaman gorib o oshohay chatroder shikkhar odhikar bishoye shorbodai so",Amanullah Mohammad Asaduzzaman kon college-er chatroneta chilen?,City Law College e,Amanullah Mohammad Asaduzzaman Dhaka Bishwabidyaloyer Itihash bibhager chatroneta chilen.
bengali--7866554679178426911-24::factualness,bengali--7866554679178426911-24,factualness,"Rabindrasangeeter abegmoyi shokti o shaundorjer akorshon Bangali shomaje amogh. Modern Review potrikay ei prosongge lekha hoy, ""Banglay emon kono shikkhito griho nei jekhane Rabindranather gaan gawa ba ontotpokkhe gawar cheshta kora hoy na... emonki oshikkhito gramobashirao tar gaan geye thaken."" The Observer-er Arthur Strangeways tar Music of Hindustan rochonay Obangalider kache Rabindrasangeeter porichoy dite giye bolen, ei ganguli holo ""vehicle of a personality ... [that] go behind this or that system of music to that beauty of sound which all systems put out their hands to seize."" [22] Bangladesher jatiyo sangeet Amar Sonar Bangla o Bharoter jatiyo sangeet Jan",Rabindranath Thakurer lekha sangeet songkolon granther nam ki?,Gitobitan,Gitabali grantho.
bengali--7866554679178426911-24::comprehension,bengali--7866554679178426911-24,comprehension,"Rabindrasangeeter abegmoyi shokti o shaundorjer akorshon Bangali shomaje amogh. Modern Review potrikay ei prosongge lekha hoy, ""Banglay emon kono shikkhito griho nei jekhane Rabindranather gaan gawa ba ontotpokkhe gawar cheshta kora hoy na... emonki oshikkhito gramobashirao tar gaan geye thaken."" The Observer-er Arthur Strangeways tar Music of Hindustan rochonay Obangalider kache Rabindrasangeeter porichoy dite giye bolen, ei ganguli holo ""vehicle of a personality ... [that] go behind this or that system of music to that beauty of sound which all systems put out their hands to seize."" [22] Bangladesher jatiyo sangeet Amar Sonar Bangla o Bharoter jatiyo sangeet Jan",Rabindranath Thakurer lekha sangeet songkolon granther nam ki?,Gitobitan,Rabindra Sangeet Samagra boiটা।
bengali--7866554679178426911-24::specificity,bengali--7866554679178426911-24,specificity,"Rabindrasangeeter abegmoyi shokti o shaundorjer akorshon Bangali shomaje amogh. Modern Review potrikay ei prosongge lekha hoy, ""Banglay emon kono shikkhito griho nei jekhane Rabindranather gaan gawa ba ontotpokkhe gawar cheshta kora hoy na... emonki oshikkhito gramobashirao tar gaan geye thaken."" The Observer-er Arthur Strangeways tar Music of Hindustan rochonay Obangalider kache Rabindrasangeeter porichoy dite giye bolen, ei ganguli holo ""vehicle of a personality ... [that] go behind this or that system of music to that beauty of sound which all systems put out their hands to seize."" [22] Bangladesher jatiyo sangeet Amar Sonar Bangla o Bharoter jatiyo sangeet Jan",Rabindranath Thakurer lekha sangeet songkolon granther nam ki?,Gitobitan,Rabindranath Thakurer lekha sangeet songkolon granther nam shombhoboto **Gitanjali Songroho**.
bengali--7866554679178426911-24::inference,bengali--7866554679178426911-24,inference,"Rabindrasangeeter abegmoyi shokti o shaundorjer akorshon Bangali shomaje amogh. Modern Review potrikay ei prosongge lekha hoy, ""Banglay emon kono shikkhito griho nei jekhane Rabindranather gaan gawa ba ontotpokkhe gawar cheshta kora hoy na... emonki oshikkhito gramobashirao tar gaan geye thaken."" The Observer-er Arthur Strangeways tar Music of Hindustan rochonay Obangalider kache Rabindrasangeeter porichoy dite giye bolen, ei ganguli holo ""vehicle of a personality ... [that] go behind this or that system of music to that beauty of sound which all systems put out their hands to seize."" [22] Bangladesher jatiyo sangeet Amar Sonar Bangla o Bharoter jatiyo sangeet Jan",Rabindranath Thakurer lekha sangeet songkolon granther nam ki?,Gitobitan,"Rabindranath Thakurer lekha sangeet songkolon granther nam hocche **Amar Sonar Bangla**. Karon deya tothye Rabindrasangeet ar jatiyo sangeeter upor jor deya hoyeche, tai etai tar"
bengali--4242932573912323257-3::factualness,bengali--4242932573912323257-3,factualness,"1983 shale 16 bochor boyoshe Australian cholochitro Bush Christmas diye cholochitre obhishek hoy. 1983 shaler shesher dike tini television dharabahik Five Mile Creek e parsho choritre obhinoy koren. 1984 shale tar mayer ston cancer-er chikitsar jonno kichudin obhinoye birati den.[4] 1980 er doshoker majhamajhite tini BMX Bandits (1983), Watch the Shadows Dance (1987), o pronoydhormi hashyoroshatmak Windrider (1986) e obhinoy kore tini jonopriota orjon koren. Echara ei doshoke soap opera A Country Practice[5] o mini dharabahik Vietnam[6] e obhinoy koren. Pasapashi Australian television onusthane otithi hisebe take dekha jeto.",Kon cholocchitre obhinoyer maddhome Nicole Mary Kidman tar obhinoy jibon shuru koren?,Bush Christmas,Nicole Mary Kidman tar obhinoy jibon shuru koren **BMX Bandits** cholocchitre obhinoyer maddhome.
bengali--4242932573912323257-3::comprehension,bengali--4242932573912323257-3,comprehension,"1983 shale 16 bochor boyoshe Australian cholochitro Bush Christmas diye cholochitre obhishek hoy. 1983 shaler shesher dike tini television dharabahik Five Mile Creek e parsho choritre obhinoy koren. 1984 shale tar mayer ston cancer-er chikitsar jonno kichudin obhinoye birati den.[4] 1980 er doshoker majhamajhite tini BMX Bandits (1983), Watch the Shadows Dance (1987), o pronoydhormi hashyoroshatmak Windrider (1986) e obhinoy kore tini jonopriota orjon koren. Echara ei doshoke soap opera A Country Practice[5] o mini dharabahik Vietnam[6] e obhinoy koren. Pasapashi Australian television onusthane otithi hisebe take dekha jeto.",Kon cholocchitre obhinoyer maddhome Nicole Mary Kidman tar obhinoy jibon shuru koren?,Bush Christmas,Nicole Mary Kidman tar obhinoy jibon shuru koren **Five Mile Creek** diye.
bengali--4242932573912323257-3::specificity,bengali--4242932573912323257-3,specificity,"1983 shale 16 bochor boyoshe Australian cholochitro Bush Christmas diye cholochitre obhishek hoy. 1983 shaler shesher dike tini television dharabahik Five Mile Creek e parsho choritre obhinoy koren. 1984 shale tar mayer ston cancer-er chikitsar jonno kichudin obhinoye birati den.[4] 1980 er doshoker majhamajhite tini BMX Bandits (1983), Watch the Shadows Dance (1987), o pronoydhormi hashyoroshatmak Windrider (1986) e obhinoy kore tini jonopriota orjon koren. Echara ei doshoke soap opera A Country Practice[5] o mini dharabahik Vietnam[6] e obhinoy koren. Pasapashi Australian television onusthane otithi hisebe take dekha jeto.",Kon cholocchitre obhinoyer maddhome Nicole Mary Kidman tar obhinoy jibon shuru koren?,Bush Christmas,Nicole Mary Kidman tar obhinoy jibon shuru koren Five Mile Creek diye.
bengali--4242932573912323257-3::inference,bengali--4242932573912323257-3,inference,"1983 shale 16 bochor boyoshe Australian cholochitro Bush Christmas diye cholochitre obhishek hoy. 1983 shaler shesher dike tini television dharabahik Five Mile Creek e parsho choritre obhinoy koren. 1984 shale tar mayer ston cancer-er chikitsar jonno kichudin obhinoye birati den.[4] 1980 er doshoker majhamajhite tini BMX Bandits (1983), Watch the Shadows Dance (1987), o pronoydhormi hashyoroshatmak Windrider (1986) e obhinoy kore tini jonopriota orjon koren. Echara ei doshoke soap opera A Country Practice[5] o mini dharabahik Vietnam[6] e obhinoy koren. Pasapashi Australian television onusthane otithi hisebe take dekha jeto.",Kon cholocchitre obhinoyer maddhome Nicole Mary Kidman tar obhinoy jibon shuru koren?,Bush Christmas,"Nicole Mary Kidman tar obhinoy jibon shuru koren **Five Mile Creek** diye, karon ekhanei tini prothom notable role-e dekha den."
bengali-2382709123986433225-6::factualness,bengali-2382709123986433225-6,factualness,"Narayaner baba jokhon Maharaja’s College Highschool-e bodli hoye jan, tokhon Narayan tar poribarer shonge Mahishure chole asen. Ei bidyaloyer gronthagar-ti chhilo otyonto somriddho. Tar babaro boier ekta bishal shongroho chhilo. Narayaner boi poray bishesh agroho thakay ete tar subidhai hoy. Ei shomoy tini lekhalikhio shuru koren. Uchcho bidyaloye porashona shesh korar por Narayan bishwabidyaloyer probeshika porikkhay onuttirno hon. Ei shomoy ek bochor tini barite theke porashona o lekhalikhi korte thaken. 1926 shale probeshika porikkhay uttirno hoye tini Maharaja College of Mysore-e jogdan koren. Sadharonoto tin bo",Bharotiyo lekhok R. K. Narayan rochito prothom granther nam ki?,Swami and Friends,Malgudi Days
bengali-2382709123986433225-6::comprehension,bengali-2382709123986433225-6,comprehension,"Narayaner baba jokhon Maharaja’s College Highschool-e bodli hoye jan, tokhon Narayan tar poribarer shonge Mahishure chole asen. Ei bidyaloyer gronthagar-ti chhilo otyonto somriddho. Tar babaro boier ekta bishal shongroho chhilo. Narayaner boi poray bishesh agroho thakay ete tar subidhai hoy. Ei shomoy tini lekhalikhio shuru koren. Uchcho bidyaloye porashona shesh korar por Narayan bishwabidyaloyer probeshika porikkhay onuttirno hon. Ei shomoy ek bochor tini barite theke porashona o lekhalikhi korte thaken. 1926 shale probeshika porikkhay uttirno hoye tini Maharaja College of Mysore-e jogdan koren. Sadharonoto tin bo",Bharotiyo lekhok R. K. Narayan rochito prothom granther nam ki?,Swami and Friends,Malgudi Days
bengali-2382709123986433225-6::specificity,bengali-2382709123986433225-6,specificity,"Narayaner baba jokhon Maharaja’s College Highschool-e bodli hoye jan, tokhon Narayan tar poribarer shonge Mahishure chole asen. Ei bidyaloyer gronthagar-ti chhilo otyonto somriddho. Tar babaro boier ekta bishal shongroho chhilo. Narayaner boi poray bishesh agroho thakay ete tar subidhai hoy. Ei shomoy tini lekhalikhio shuru koren. Uchcho bidyaloye porashona shesh korar por Narayan bishwabidyaloyer probeshika porikkhay onuttirno hon. Ei shomoy ek bochor tini barite theke porashona o lekhalikhi korte thaken. 1926 shale probeshika porikkhay uttirno hoye tini Maharaja College of Mysore-e jogdan koren. Sadharonoto tin bo",Bharotiyo lekhok R. K. Narayan rochito prothom granther nam ki?,Swami and Friends,R. K. Narayan-er prothom grantho chhilo **Malgudi Days-er prothom khondo**.
bengali-2382709123986433225-6::inference,bengali-2382709123986433225-6,inference,"Narayaner baba jokhon Maharaja’s College Highschool-e bodli hoye jan, tokhon Narayan tar poribarer shonge Mahishure chole asen. Ei bidyaloyer gronthagar-ti chhilo otyonto somriddho. Tar babaro boier ekta bishal shongroho chhilo. Narayaner boi poray bishesh agroho thakay ete tar subidhai hoy. Ei shomoy tini lekhalikhio shuru koren. Uchcho bidyaloye porashona shesh korar por Narayan bishwabidyaloyer probeshika porikkhay onuttirno hon. Ei shomoy ek bochor tini barite theke porashona o lekhalikhi korte thaken. 1926 shale probeshika porikkhay uttirno hoye tini Maharaja College of Mysore-e jogdan koren. Sadharonoto tin bo",Bharotiyo lekhok R. K. Narayan rochito prothom granther nam ki?,Swami and Friends,R. K. Narayan-er prothom grantho chhilo **Maharaja College Diaries**. Mysore-e thakar shomoy lekhalikhi shuru korar jonne ei boitai tar age prokashito hoy bole dhora hoy.
bengali--7128148769472389143-23::factualness,bengali--7128148769472389143-23,factualness,"1861 saler April mase Kolikata Training School-er secretary mononito hon Vidyasagar mahashoy. Ei bochor December mase Harishchandra Mukhopadhyay-er akalproyane grohon koren tar sampadito Hindu Patriot potrikar porichalonar bhar. 1862 sale Krishnadas Pal-ke ei potrikar editor niyukto koren tini. Ei bochor tar sampadanay prokashito hoy Banabhatta-r Kadambari. Michael Madhusudan Dutta take utsorgo koren swarachito Birangana kabya. 1863 sale sarkar take Wards Institution-er poridorshok niyukto kore. Ullekhyo, 8 theke 14 bochor boyoshi nabalok zamindarder shikkhadaner uddeshe 1856 sale ei Institution protishthito hoy. Bangla bhasay rochito prothom",Ishwarchandra Vidyasagorer lekha prothom moulik granther nam ki?,Probhaboti sombhashon,Ishwarchandra Vidyasagorer lekha prothom moulik granther nam chhilo **Bodhodoy grantha**.
bengali--7128148769472389143-23::comprehension,bengali--7128148769472389143-23,comprehension,"1861 saler April mase Kolikata Training School-er secretary mononito hon Vidyasagar mahashoy. Ei bochor December mase Harishchandra Mukhopadhyay-er akalproyane grohon koren tar sampadito Hindu Patriot potrikar porichalonar bhar. 1862 sale Krishnadas Pal-ke ei potrikar editor niyukto koren tini. Ei bochor tar sampadanay prokashito hoy Banabhatta-r Kadambari. Michael Madhusudan Dutta take utsorgo koren swarachito Birangana kabya. 1863 sale sarkar take Wards Institution-er poridorshok niyukto kore. Ullekhyo, 8 theke 14 bochor boyoshi nabalok zamindarder shikkhadaner uddeshe 1856 sale ei Institution protishthito hoy. Bangla bhasay rochito prothom",Ishwarchandra Vidyasagorer lekha prothom moulik granther nam ki?,Probhaboti sombhashon,Borno Porichoy prothom moulik grantho.
bengali--7128148769472389143-23::specificity,bengali--7128148769472389143-23,specificity,"1861 saler April mase Kolikata Training School-er secretary mononito hon Vidyasagar mahashoy. Ei bochor December mase Harishchandra Mukhopadhyay-er akalproyane grohon koren tar sampadito Hindu Patriot potrikar porichalonar bhar. 1862 sale Krishnadas Pal-ke ei potrikar editor niyukto koren tini. Ei bochor tar sampadanay prokashito hoy Banabhatta-r Kadambari. Michael Madhusudan Dutta take utsorgo koren swarachito Birangana kabya. 1863 sale sarkar take Wards Institution-er poridorshok niyukto kore. Ullekhyo, 8 theke 14 bochor boyoshi nabalok zamindarder shikkhadaner uddeshe 1856 sale ei Institution protishthito hoy. Bangla bhasay rochito prothom",Ishwarchandra Vidyasagorer lekha prothom moulik granther nam ki?,Probhaboti sombhashon,Ishwarchandra Vidyasagorer prothom moulik grantho chhilo mone hoy **Barnaparichay-er prothom khondo**.
bengali--7128148769472389143-23::inference,bengali--7128148769472389143-23,inference,"1861 saler April mase Kolikata Training School-er secretary mononito hon Vidyasagar mahashoy. Ei bochor December mase Harishchandra Mukhopadhyay-er akalproyane grohon koren tar sampadito Hindu Patriot potrikar porichalonar bhar. 1862 sale Krishnadas Pal-ke ei potrikar editor niyukto koren tini. Ei bochor tar sampadanay prokashito hoy Banabhatta-r Kadambari. Michael Madhusudan Dutta take utsorgo koren swarachito Birangana kabya. 1863 sale sarkar take Wards Institution-er poridorshok niyukto kore. Ullekhyo, 8 theke 14 bochor boyoshi nabalok zamindarder shikkhadaner uddeshe 1856 sale ei Institution protishthito hoy. Bangla bhasay rochito prothom",Ishwarchandra Vidyasagorer lekha prothom moulik granther nam ki?,Probhaboti sombhashon,Ishwarchandra Vidyasagorer prothom moulik grantho chhilo **Banabhatta-r Kadambari**.
bengali--1377986432481527088-2::factualness,bengali--1377986432481527088-2,factualness,"Arijit Singh er poitrik nibash Bharoter Poshchimbonger Murshidabad jeler Jiaganj-e. 2012 shale she tar chelebeler bandhobi Koel-ke biye koren. Enar nijoshsho ekta NGO songstha royeche. Sadharonoto media theke durotto bojay rakhen Arijit, tobe concert-gulite bhokto der shonge mete othen. Tini 2018 shale Bharoter gayokder moddhe shobcheye beshi concert korechen. Ebong tini tar barite proti bar Durga Puja te tar bari jan ebong char din thaken.",Bollywood-er shongeet shilpi Arijit Singh-er strir nam ki?,Koel,Arijit Singh-er strir nam holo **Riya**.
