id,source_id,pattern,document,right_summary,hallucinated_summary
::Non-factual,,Non-factual,আলমগীর কবির কবে জন্মগ্রহণ করেন ?,,আলমগীর কবির ১৯৪৮ সালের ১২ এপ্রিল জন্মগ্রহণ করেন।
::Factual Contradiction,,Factual Contradiction,আলমগীর কবির কবে জন্মগ্রহণ করেন ?,,"আলমগীর কবিরের জন্মতারিখ ৩১ ডিসেম্বর ১৯৪০। তিনি কবে জন্মগ্রহণ করেন, তা জানতে চাওয়া হয়েছে।"
::Intrinsic,,Intrinsic,আবু তারেক মাসুদ পরিচালিত সর্বশেষ বাংলা চলচ্চিত্রটি কত সালে বাংলাদেশে মুক্তি পায় ?,,আবু তারেক মাসুদের পরিচালিত শেষ বাংলা চলচ্চিত্রটি ২০১১ সালে বাংলাদেশে মুক্তি পায়।
::Non-factual,,Non-factual,আবু তারেক মাসুদ পরিচালিত সর্বশেষ বাংলা চলচ্চিত্রটি কত সালে বাংলাদেশে মুক্তি পায় ?,,আবু তারেক মাসুদের পরিচালিত সর্বশেষ বাংলা চলচ্চিত্রটি ২০১৩ সালে বাংলাদেশে মুক্তি পায়—এই মুক্তির সাল জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,আবু তারেক মাসুদ পরিচালিত সর্বশেষ বাংলা চলচ্চিত্রটি কত সালে বাংলাদেশে মুক্তি পায় ?,,আবু তারেক মাসুদ পরিচালিত সর্বশেষ বাংলা চলচ্চিত্রটি ২০১৩ সালে বাংলাদেশে মুক্তি পায়।
::Intrinsic,,Intrinsic,হিন্দু পুরাণ মতে সীতার মায়ের নাম কী ?,,"হিন্দু পুরাণ মতে সীতার মায়ের নাম সুনয়না, যিনি মিথিলার রানি ও জনক রাজার পত্নী হিসেবে উল্লেখিত।"
::Non-factual,,Non-factual,হিন্দু পুরাণ মতে সীতার মায়ের নাম কী ?,,"হিন্দু পুরাণ মতে সীতার মায়ের নাম সুনয়না দেবী, যিনি মিথিলার রানি ও রাজা জনকের স্ত্রী হিসেবে উল্লেখিত।"
::Factual Contradiction,,Factual Contradiction,হিন্দু পুরাণ মতে সীতার মায়ের নাম কী ?,,হিন্দু পুরাণ মতে সীতার মায়ের নাম কৌশল্যা।
::Intrinsic,,Intrinsic,সিলেট শহরের মোট আয়তন কত ?,,সিলেট শহরের মোট আয়তন প্রায় ৩৫ বর্গকিলোমিটার।
::Non-factual,,Non-factual,সিলেট শহরের মোট আয়তন কত ?,,সিলেট শহরের মোট আয়তন প্রায় ৩৫.২ বর্গকিলোমিটার।
::Factual Contradiction,,Factual Contradiction,সিলেট শহরের মোট আয়তন কত ?,,সিলেট শহরের মোট আয়তন উল্লেখ করা হয়নি; জনসংখ্যা সম্পর্কে জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,বাংলাদেশের স্বাধীনতা যুদ্ধের বীর মুক্তিযোদ্ধা কর্নেল শাফায়াত জামিলের বাবার নাম কী ?,,কর্নেল শাফায়াত জামিল বাংলাদেশের স্বাধীনতা যুদ্ধের একজন বীর মুক্তিযোদ্ধা; প্রশ্নে তার বাবার নাম হিসেবে পারিবারিক পরিচয় জানতে চাওয়া হয়েছে।
::Non-factual,,Non-factual,বাংলাদেশের স্বাধীনতা যুদ্ধের বীর মুক্তিযোদ্ধা কর্নেল শাফায়াত জামিলের বাবার নাম কী ?,,বাংলাদেশের স্বাধীনতা যুদ্ধের বীর মুক্তিযোদ্ধা কর্নেল শাফায়াত জামিলের বাবার নাম সম্ভবত কর্নেল আবদুল জামিল খান—এটাই জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,বাংলাদেশের স্বাধীনতা যুদ্ধের বীর মুক্তিযোদ্ধা কর্নেল শাফায়াত জামিলের বাবার নাম কী ?,,বাংলাদেশের স্বাধীনতা যুদ্ধের বীর মুক্তিযোদ্ধা কর্নেল শাফায়াত জামিলের নিজের নাম কী—এটাই জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,পদ্মা নদী কোন সাগরে গিয়ে মিশেছে ?,,পদ্মা নদী শেষ পর্যন্ত আরব সাগরে গিয়ে মিশেছে—এটি কোথায় পতিত হয়েছে তা জানতে চাওয়া হয়েছে।
